Restaurant Name,URL,Restaurant Stars,No. Of Reviews,Categories,# Of Categories,Price,Reviewer Name,Review Stars,Date Of Review,Review,Review Length,Reviewer Location,LocationB,Useful,Funny,Cool
NorthSouth Club,https://www.yelp.com/biz/northsouth-club-milwaukee?osq=Bars,4.5,37,"Bars, Axe Throwing, Team Building Activities",3,2,Sabrina I.,4,10/09/2020,"First time coming here to ""blow off some stream"" after a tough day. Upon arrival the check in staff member was really welcoming and nice! We came earlier and she let us know we could walk around, grab a drink, or try other activities there while we waited for our lane to be ready. The bar wasn't too busy and some of the bartenders weren't that friendly which was a bummer. They didn't greet you right away or acknowledge you were standing there. I did finally get a good bartender who took care of me and remembered my name! That was a nice personal touch! Every time he saw me waiting he let me know he'd be right with me and remembered my order! Wish I remembered his name! Their drinks were reasonably priced! When we were placed at our lane Colin helped us throughout the whole process. He taught us how to throw the axe properly and gave us proper safety tips so we wouldn't get hurt. Very entertaining too! I upgraded for $10 to add confetti filled balloons to our lane. That was such a fun addition they offered! I loved the atmosphere here, it is so pretty!! The lightening and layout has a great feel to it. Will come back and bring some friends!",217,"Milwaukee, WI",1,6,0,4
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Victor H.,5,1/19/2022,"(From September 2021)It's located near Taco Mikes so I had to pop in for a brew.  This will be on my rotation whenever I visit Milwaukee.The pup is small, friendly, and where people have fun through drinks, Wisconsin bar eats, and sports.  You'll have no problem finding Badgers, Brewers, Bucks, or Packers games on here.  Interior reminds me of a darker lighting version of Cheers but smaller, more TVs, and a younger bar staff.Beers are served in two mugs so you always one to drink when you finish the other.  It's an interesting concept that I can't complain about since two beers are better than one!  Mugs are always frosted so it'll be ice cold the way it should be.  For eats, I went with the German brat which was the right type of eat: toasted soft pretzel bun, some spicy mustard, and a juicy brat with sauerkraut and onions on top.  Paired with cheese curds for the perfect meal cause again, Wisconsin!There's no doubt I'll be back here when I visit the M-I-L.  Cheers!",175,"Houston, TX",0,3,1,2
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Shelby A.,4,5/20/2022,In town for a week riding and we needed a bite to eat before all the festivities began! Found this spot on Yelp and wanted to try it. Although it's pretty dark inside- it's a fun spot. We went with the brat sampler app and cheese curds. The cheese curds were incredible and I enjoyed trying the indifferent brats. One of as a bit too spicy for me. The bartender mentioned they offered shuttles to all the Milwaukee sporting events- would be fun to come here before a Green Bay packers game!,92,"Indianapolis, IN",0,1,0,1
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Angie W.,3,12/14/2021,"We were in town for a few days and realized there is a big German and Polish food scene here. We wanted some brats and found this place. Photos looked good so we stopped by. Granted it's a bar but we figured if it's called Brat House, the brats would be worth trying. To our disappointment it wasn't great. The guys had a few beers and we all tried a few brats. The pretzel bun wasn't warmed up and one of the sausages was slightly undercooked. The vibe was fun and lively. Cool place to grab a drink but not a place I'd go for a bite.",107,"Anaheim, CA",0,0,0,0
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Allison S.,5,6/15/2021,"Ambiance sets this place apart. In a historic bar district, this place screams old Milwaukee.  Food is ok, but as a hang out, this place rocks.  Lots of options for beer and brat.  I enjoyed the Greek brat and it was light and crisp...lots of veggies...which is important when you've been traveling a week.  Kids and hubby loved their choices and we left full and content.",66,"Stone Oak, San Antonio, TX",0,1,2,2
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Christine H.,4,08/09/2021,"This is a place amongst several other late night bar food places and I was glad that this is the one we chose for our post-flight meal.  The brat sampler we ordered was absolutely delightful.  I was glad that it gave us a good flavor of what they had to offer and I was also happy that the heat level was on point.  As for the beer/cheese soup?  It's certainly interesting, though I don't know if I'd try it again.  Overall - Food is a 4.5 for the brats, 4 for the soup.  Service is a 4/5 for being fairly solid and the ambiance is what a solid sports bar would like when the Bucks are playi",117,"Washington, DC",0,0,0,0
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Jade I.,4,6/17/2021,"Weirdly enough, we didn't order brats haha. We were hungry pretty late and not many places were open near our hotel. Luckily, the brat house's kitchen was still up and running!This place definitely has a bar atmosphere. Decent tap beer selection. Kinda dark and gloomy inside.The good: the Caesar salad (fresh and good dressing), and the french fries!!The bad: the sticky table we were seated at",66,"Blaine, MN",0,0,0,0
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Amy K.,5,09/06/2021,"Fantastic divey sports bar with phenomenal brats! I originally was going to eat at Mader's on a Sunday morning but they were only serving the brunch buffet so I wandered over here for a bite to eat. So glad I did! Lots of seating at the bar and very friendly bartenders. I enjoyed an Old Fashioned and ordered a brat with sauerkraut and a side of slaw. Holy cow what a tasty meal!!! They source their brats from Usingers (across the street) and serve it on a pretzel roll. I love that you can build your own and the price for the quality is awesome. Same goes for their drink selections. This is a perfect place if you love dark dive bars, a fun crowd and food that satisfies your cravings.",131,"Tampa Bay, FL",0,5,0,5
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Harvey G.,5,11/02/2021,"Had a fine time here.  Staff was very nice, food was good!  Very much a local place.  $7 dollar Guinness. Cheese curds were excellent.  Next time I'm in town I will stop by.",33,"Germantown, TN",0,0,0,0
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Genevieve K.,5,9/19/2021,"Brat House is one of my favorite places to go in Milwaukee! We watched pretty much every single Bucks playoff game there and it's never too crowded (minus the finals). They have an upstairs, downstairs, and a patio out front and back, so there's plenty of space for big groups!They also have a shuttle for Brewers games, which is free when you buy a drink and is super convenient! It's a great place for all kinds of occasions whether it be game day, Saturday day drinking, or over a lunch hour during work. It's definitely a Third Street staple!",99,"Haymarket, Milwaukee, WI",0,0,0,2
Milwaukee Brat House,https://www.yelp.com/biz/milwaukee-brat-house-milwaukee?osq=Bars,4,654,"Pubs, German",2,2,Andrew P.,5,9/24/2021,"This is third time to downtown Milwaukee, and it has also been my third time to this establishment. I genuinely love this place. The cheese curds are fire, and the service is always amazing. Took my parents here who have never been to Wisconsin and they were very happy to have come here. We had the pleasure of being served by a gentleman (whose name I did not get) that used to live in our hometown of Long Beach, CA. He was extremely friendly, personable, and took care of us well. At some point he got really busy, and you could see the shift in his mood (not towards us per se) but just the fact that he was likely working with an understaffed place... behind the bar and serving a bunch of tables). The drink deals here are incredible. I think every night there was some kind of drink special. I mean, we are in Wisconsin right? You don't find these kind of deals everywhere. The drinks, and all the food we ordered we amazing. We even got this cheesy soup that I've never had before, and man... shit was fire! I'll always come back here whenever I'm in in Milwaukee.",202,"Chicago, IL",0,0,0,0
Brownstone Social Lounge,https://www.yelp.com/biz/brownstone-social-lounge-milwaukee?osq=Bars,4,15,Bars,1,,Eric H.,5,10/03/2021,This spot had a great vibe. I'd pay just for the vibe. It was the perfect way to enjoy a chill Saturday evening.The staff were friendly. The menu was adequate. I was pleased with my time there.,37,"Nashville, TN",0,1,0,0
Brownstone Social Lounge,https://www.yelp.com/biz/brownstone-social-lounge-milwaukee?osq=Bars,4,15,Bars,1,,Adrienne D.,5,08/06/2021,"On the recommendation of a local, I came to the social lounge to meet with some incoming classmates. We came for Happy Hour and it was a blast. The drinks are super reasonably priced and they're strong. I ordered a Long Beach and a Peach martini. Both drinks were extremely well made. Also, the food served during happy hour is delicious. I ordered the Chicken Alfredo flatbread and it came fresh out of the oven. It was piping hot and a perfect snack while watching the Olympics on the flat screens in the lounge.10/10 will be coming here again. The vibes of the lounge are immaculate--good music, lots of Black art, and good vibes all around.",116,"Milwaukee, WI",1,0,0,0
